StudentSkillID,StudentID,SkillID,SkillLevel
163,37,15,Intermediate
164,37,6,Intermediate
165,37,10,Beginner
166,37,8,Beginner
167,38,9,Beginner
168,38,1,Advanced
169,38,11,Beginner
170,38,15,Advanced
171,38,6,Intermediate
172,39,7,Intermediate
173,39,15,Intermediate
174,39,13,Intermediate
175,39,10,Beginner
176,40,2,Advanced
177,40,1,Advanced
178,40,14,Advanced
179,41,4,Advanced
180,41,9,Advanced
181,41,12,Intermediate
182,42,5,Intermediate
183,42,12,Beginner
184,42,13,Intermediate
185,43,15,Beginner
186,43,14,Advanced
187,43,11,Intermediate
188,43,4,Advanced
189,43,2,Intermediate
190,44,14,Intermediate
191,44,2,Intermediate
192,44,10,Advanced
193,44,5,Beginner
194,45,11,Beginner
195,45,1,Intermediate
196,45,6,Advanced
197,46,5,Intermediate
198,46,3,Intermediate
199,46,12,Intermediate
200,46,8,Intermediate
201,47,1,Beginner
202,47,8,Beginner
203,47,9,Intermediate
204,48,8,Advanced
205,48,9,Beginner
206,48,6,Intermediate
207,48,5,Beginner
208,48,12,Beginner
209,48,2,Beginner
210,49,3,Advanced
211,49,10,Intermediate
212,49,9,Intermediate
213,50,12,Beginner
214,50,7,Intermediate
215,50,8,Intermediate
216,50,11,Beginner
217,50,3,Advanced
218,50,9,Advanced
219,51,1,Intermediate
220,51,5,Intermediate
221,51,8,Beginner
222,51,10,Intermediate
223,52,13,Intermediate
224,52,10,Beginner
225,52,11,Intermediate
226,52,14,Intermediate
227,53,1,Intermediate
228,53,12,Intermediate
229,53,10,Intermediate
230,53,3,Advanced
231,53,14,Advanced
232,54,5,Intermediate
233,54,7,Beginner
234,54,11,Beginner
235,54,6,Advanced
236,55,11,Advanced
237,55,14,Intermediate
238,55,5,Intermediate
239,56,7,Intermediate
240,56,4,Advanced
241,56,12,Advanced
242,56,6,Intermediate
243,56,15,Beginner
244,56,14,Intermediate
245,57,8,Advanced
246,57,5,Intermediate
247,57,11,Intermediate
248,57,13,Advanced
249,57,7,Intermediate
250,57,15,Advanced
251,58,2,Advanced
252,58,10,Beginner
253,58,15,Intermediate
254,59,13,Beginner
255,59,3,Beginner
256,59,15,Advanced
257,60,1,Intermediate
258,60,10,Intermediate
259,60,2,Advanced
260,61,5,Advanced
261,61,4,Beginner
262,61,11,Intermediate
263,61,6,Beginner
264,62,4,Intermediate
265,62,8,Intermediate
266,62,15,Advanced
267,63,2,Intermediate
268,63,7,Advanced
269,63,6,Intermediate
270,64,11,Advanced
271,64,4,Intermediate
272,64,5,Advanced
273,64,3,Intermediate
274,65,6,Advanced
275,65,5,Advanced
276,65,13,Intermediate
277,65,7,Intermediate
278,66,5,Beginner
279,66,2,Advanced
280,66,7,Advanced
281,66,8,Intermediate
282,67,10,Advanced
283,67,4,Advanced
284,67,14,Advanced
285,67,9,Intermediate
286,67,3,Intermediate
287,68,11,Advanced
288,68,15,Intermediate
289,68,9,Intermediate
290,69,7,Intermediate
291,69,10,Advanced
292,69,15,Intermediate
293,69,13,Intermediate
294,70,13,Advanced
295,70,2,Beginner
296,70,1,Intermediate
297,71,12,Beginner
298,71,15,Advanced
299,71,8,Intermediate
300,71,7,Advanced
301,72,12,Advanced
302,72,14,Intermediate
303,72,9,Advanced
304,72,1,Beginner
305,72,15,Advanced
306,72,10,Intermediate
307,73,6,Beginner
308,73,9,Beginner
309,73,7,Intermediate
310,73,8,Intermediate
311,73,14,Advanced
312,74,7,Advanced
313,74,5,Intermediate
314,74,9,Beginner
315,75,4,Advanced
316,75,13,Intermediate
317,75,2,Advanced
318,75,11,Intermediate
319,75,5,Advanced
320,76,11,Intermediate
321,76,15,Beginner
322,76,4,Intermediate
323,76,1,Advanced
324,76,12,Intermediate
325,77,6,Advanced
326,77,13,Intermediate
327,77,5,Advanced
328,77,4,Advanced
329,78,5,Advanced
330,78,14,Beginner
331,78,11,Beginner
332,78,15,Beginner
333,78,4,Advanced
334,78,3,Advanced
335,79,10,Beginner
336,79,13,Intermediate
337,79,12,Advanced
338,80,14,Beginner
339,80,12,Beginner
340,80,1,Advanced
341,81,10,Intermediate
342,81,4,Beginner
343,81,2,Intermediate
344,81,14,Intermediate
345,82,2,Intermediate
346,82,7,Advanced
347,82,11,Beginner
348,82,5,Advanced
349,83,14,Beginner
350,83,11,Beginner
351,83,3,Beginner
352,83,8,Intermediate
353,84,15,Advanced
354,84,9,Intermediate
355,84,10,Advanced
356,85,1,Advanced
357,85,14,Beginner
358,85,12,Intermediate
359,85,4,Advanced
360,85,15,Advanced
361,85,5,Beginner
362,86,9,Advanced
363,86,12,Beginner
364,86,14,Beginner
365,87,12,Advanced
366,87,7,Beginner
367,87,1,Advanced
368,87,13,Intermediate
369,87,14,Beginner
370,87,5,Beginner
371,88,3,Beginner
372,88,11,Advanced
373,88,6,Beginner
374,89,4,Advanced
375,89,2,Beginner
376,89,14,Intermediate
377,89,6,Beginner
378,90,4,Advanced
379,90,3,Beginner
380,90,15,Beginner
381,90,10,Beginner
382,91,2,Intermediate
383,91,5,Beginner
384,91,8,Intermediate
385,91,12,Beginner
386,91,15,Advanced
387,91,7,Advanced
388,92,7,Beginner
389,92,11,Intermediate
390,92,5,Intermediate
391,93,15,Beginner
392,93,6,Beginner
393,93,3,Beginner
394,93,11,Intermediate
395,94,4,Beginner
396,94,5,Intermediate
397,94,8,Intermediate
398,94,1,Intermediate
399,94,15,Beginner
400,94,11,Intermediate
401,95,15,Advanced
402,95,1,Intermediate
403,95,5,Advanced
404,95,7,Advanced
405,95,4,Advanced
406,96,15,Beginner
407,96,1,Advanced
408,96,12,Intermediate
409,96,14,Advanced
410,97,14,Intermediate
411,97,8,Advanced
412,97,3,Intermediate
413,97,4,Beginner
414,97,9,Intermediate
415,98,12,Beginner
416,98,7,Intermediate
417,98,3,Intermediate
418,98,13,Advanced
419,98,8,Advanced
420,98,11,Advanced
421,99,9,Advanced
422,99,12,Intermediate
423,99,1,Intermediate
424,99,11,Advanced
425,99,5,Intermediate
426,100,9,Intermediate
427,100,3,Intermediate
428,100,12,Intermediate
429,100,4,Intermediate
430,101,15,Advanced
431,101,2,Advanced
432,101,1,Beginner
433,101,14,Intermediate
434,101,9,Intermediate
435,102,14,Advanced
436,102,13,Beginner
437,102,9,Beginner
438,102,1,Advanced
439,102,2,Beginner
440,102,10,Advanced
441,103,5,Intermediate
442,103,3,Intermediate
443,103,14,Beginner
444,103,2,Beginner
445,103,13,Beginner
446,103,4,Advanced
447,104,9,Beginner
448,104,8,Beginner
449,104,3,Beginner
450,105,15,Beginner
451,105,1,Intermediate
452,105,10,Beginner
453,105,9,Intermediate
454,106,12,Beginner
455,106,13,Advanced
456,106,10,Intermediate
457,107,9,Advanced
458,107,4,Beginner
459,107,1,Beginner
460,107,6,Intermediate
461,108,9,Beginner
462,108,10,Beginner
463,108,14,Advanced
464,108,2,Beginner
465,108,11,Intermediate
466,108,1,Beginner
467,109,11,Intermediate
468,109,3,Advanced
469,109,4,Advanced
470,109,12,Intermediate
471,109,2,Beginner
472,109,13,Intermediate
473,110,6,Beginner
474,110,9,Intermediate
475,110,15,Intermediate
476,110,12,Beginner
477,110,11,Intermediate
478,111,1,Intermediate
479,111,9,Advanced
480,111,4,Beginner
481,111,15,Beginner
482,111,11,Intermediate
483,112,1,Intermediate
484,112,14,Beginner
485,112,5,Advanced
486,113,12,Advanced
487,113,11,Advanced
488,113,1,Intermediate
489,113,9,Advanced
490,114,15,Beginner
491,114,13,Advanced
492,114,11,Beginner
493,114,4,Advanced
494,114,3,Beginner
495,115,5,Intermediate
496,115,7,Advanced
497,115,11,Beginner
498,115,2,Advanced
499,115,4,Intermediate
500,115,13,Advanced
501,116,7,Advanced
502,116,8,Intermediate
503,116,5,Advanced
504,117,1,Advanced
505,117,7,Beginner
506,117,8,Advanced
507,117,12,Advanced
508,117,13,Beginner
509,118,6,Beginner
510,118,13,Intermediate
511,118,11,Advanced
512,118,5,Advanced
513,118,8,Advanced
514,119,12,Beginner
515,119,5,Intermediate
516,119,2,Beginner
517,119,13,Beginner
518,119,9,Beginner
519,119,11,Beginner
520,120,8,Beginner
521,120,5,Intermediate
522,120,9,Advanced
523,121,9,Intermediate
524,121,15,Intermediate
525,121,1,Beginner
526,121,4,Advanced
527,122,3,Advanced
528,122,5,Beginner
529,122,14,Advanced
530,123,10,Advanced
531,123,8,Advanced
532,123,4,Advanced
533,123,11,Beginner
534,123,2,Intermediate
535,124,11,Beginner
536,124,3,Beginner
537,124,9,Intermediate
538,125,3,Advanced
539,125,2,Beginner
540,125,10,Intermediate
541,126,3,Advanced
542,126,7,Intermediate
543,126,10,Beginner
544,126,5,Intermediate
545,126,4,Advanced
546,127,13,Intermediate
547,127,3,Intermediate
548,127,1,Advanced
549,128,10,Intermediate
550,128,9,Beginner
551,128,6,Intermediate
552,128,12,Intermediate
553,129,3,Advanced
554,129,10,Advanced
555,129,6,Advanced
556,130,6,Advanced
557,130,10,Beginner
558,130,15,Intermediate
559,131,1,Advanced
560,131,14,Intermediate
561,131,15,Intermediate
562,131,13,Advanced
563,131,7,Advanced
564,131,11,Intermediate
565,132,3,Beginner
566,132,9,Advanced
567,132,1,Advanced
568,132,8,Intermediate
569,132,15,Beginner
570,132,10,Advanced
571,133,2,Advanced
572,133,1,Beginner
573,133,6,Beginner
574,133,3,Intermediate
575,133,12,Beginner
576,134,14,Advanced
577,134,12,Beginner
578,134,3,Beginner
579,134,5,Beginner
580,135,5,Intermediate
581,135,9,Beginner
582,135,11,Advanced
583,135,7,Intermediate
584,135,1,Intermediate
585,136,5,Intermediate
586,136,10,Intermediate
587,136,12,Intermediate
588,136,15,Advanced
589,137,3,Beginner
590,137,7,Advanced
591,137,11,Intermediate
592,138,6,Advanced
593,138,13,Advanced
594,138,2,Intermediate
595,139,1,Advanced
596,139,5,Beginner
597,139,6,Intermediate
598,139,13,Beginner
599,140,6,Beginner
600,140,14,Beginner
601,140,13,Beginner
602,140,3,Advanced
603,140,15,Intermediate
604,140,10,Advanced
605,141,14,Beginner
606,141,8,Advanced
607,141,2,Beginner
608,141,9,Intermediate
609,141,11,Beginner
610,141,4,Intermediate
611,142,7,Advanced
612,142,1,Beginner
613,142,8,Beginner
614,142,15,Beginner
615,142,14,Beginner
616,143,6,Intermediate
617,143,7,Beginner
618,143,10,Beginner
619,143,13,Intermediate
620,144,11,Advanced
621,144,5,Advanced
622,144,9,Beginner
623,144,1,Advanced
624,144,13,Advanced
625,144,10,Advanced
626,145,10,Intermediate
627,145,6,Intermediate
628,145,13,Intermediate
629,145,2,Intermediate
630,146,10,Beginner
631,146,15,Intermediate
632,146,12,Intermediate
633,146,3,Advanced
634,146,7,Advanced
635,147,10,Beginner
636,147,6,Intermediate
637,147,12,Advanced
638,147,13,Intermediate
639,147,3,Intermediate
640,147,2,Beginner
641,148,15,Beginner
642,148,1,Beginner
643,148,7,Beginner
644,148,8,Intermediate
645,149,2,Advanced
646,149,15,Intermediate
647,149,14,Beginner
648,150,11,Advanced
649,150,2,Advanced
650,150,6,Beginner
651,150,12,Beginner
652,150,4,Advanced
653,150,7,Advanced
654,151,3,Intermediate
655,151,13,Intermediate
656,151,12,Beginner
657,151,6,Intermediate
658,151,10,Beginner
659,152,14,Intermediate
660,152,5,Advanced
661,152,7,Beginner
662,152,2,Beginner
663,152,3,Advanced
664,153,14,Beginner
665,153,7,Beginner
666,153,4,Beginner
667,153,11,Advanced
668,153,1,Advanced
669,153,10,Advanced
670,154,8,Intermediate
671,154,10,Intermediate
672,154,1,Beginner
673,154,15,Intermediate
674,155,12,Advanced
675,155,5,Beginner
676,155,7,Beginner
677,156,3,Beginner
678,156,11,Intermediate
679,156,7,Beginner
680,156,9,Intermediate
681,156,14,Beginner
682,157,15,Beginner
683,157,3,Advanced
684,157,7,Advanced
685,158,14,Beginner
686,158,1,Advanced
687,158,10,Advanced
688,158,4,Beginner
689,158,15,Beginner
690,158,13,Beginner
691,159,10,Intermediate
692,159,6,Advanced
693,159,15,Intermediate
694,159,11,Advanced
695,159,12,Beginner
696,160,8,Beginner
697,160,2,Intermediate
698,160,1,Beginner
699,161,2,Intermediate
700,161,12,Intermediate
701,161,8,Intermediate
702,161,6,Advanced
703,161,7,Intermediate
704,161,15,Beginner
705,162,12,Intermediate
706,162,5,Advanced
707,162,8,Advanced
708,163,5,Intermediate
709,163,10,Advanced
710,163,4,Intermediate
711,163,1,Intermediate
712,163,13,Advanced
713,164,15,Intermediate
714,164,3,Intermediate
715,164,11,Beginner
716,164,6,Beginner
717,164,1,Beginner
718,165,11,Advanced
719,165,12,Beginner
720,165,14,Beginner
721,165,2,Intermediate
722,165,3,Advanced
723,165,4,Advanced
724,166,5,Advanced
725,166,3,Advanced
726,166,4,Intermediate
727,166,7,Intermediate
728,166,13,Advanced
729,166,2,Intermediate
730,167,1,Beginner
731,167,5,Advanced
732,167,8,Beginner
733,167,4,Intermediate
734,167,15,Intermediate
735,167,14,Intermediate
736,168,10,Intermediate
737,168,1,Advanced
738,168,12,Beginner
739,168,5,Advanced
740,169,12,Advanced
741,169,3,Advanced
742,169,8,Beginner
743,170,12,Intermediate
744,170,9,Beginner
745,170,4,Beginner
746,170,11,Beginner
747,170,5,Advanced
748,171,11,Advanced
749,171,4,Intermediate
750,171,7,Beginner
751,172,5,Beginner
752,172,12,Intermediate
753,172,15,Advanced
754,173,9,Intermediate
755,173,10,Advanced
756,173,1,Intermediate
757,174,14,Intermediate
758,174,9,Advanced
759,174,8,Intermediate
760,174,2,Beginner
761,174,15,Intermediate
762,175,1,Intermediate
763,175,4,Beginner
764,175,9,Advanced
765,175,7,Intermediate
766,175,14,Beginner
767,176,13,Beginner
768,176,2,Intermediate
769,176,8,Beginner
770,176,5,Advanced
771,176,11,Advanced
772,176,3,Beginner
773,177,3,Beginner
774,177,13,Advanced
775,177,1,Intermediate
776,177,10,Intermediate
777,177,14,Advanced
778,177,6,Intermediate
779,178,13,Advanced
780,178,15,Advanced
781,178,1,Intermediate
782,178,12,Beginner
783,178,7,Intermediate
784,178,4,Intermediate
785,179,8,Advanced
786,179,11,Intermediate
787,179,10,Beginner
788,179,9,Beginner
789,179,13,Advanced
790,179,3,Advanced
791,180,10,Intermediate
792,180,3,Advanced
793,180,8,Advanced
794,180,9,Intermediate
795,180,2,Intermediate
796,181,8,Beginner
797,181,13,Beginner
798,181,6,Intermediate
799,181,9,Advanced
800,181,4,Intermediate
801,182,4,Beginner
802,182,12,Intermediate
803,182,15,Intermediate
804,182,7,Advanced
805,182,8,Beginner
806,182,2,Intermediate
807,183,13,Intermediate
808,183,9,Beginner
809,183,3,Beginner
810,183,7,Beginner
811,183,12,Advanced
812,184,9,Advanced
813,184,15,Beginner
814,184,7,Advanced
815,184,5,Intermediate
816,184,3,Beginner
817,185,7,Intermediate
818,185,3,Beginner
819,185,11,Intermediate
820,185,14,Beginner
821,185,15,Advanced
822,185,9,Intermediate
823,186,9,Intermediate
824,186,12,Beginner
825,186,4,Advanced
826,186,2,Beginner
827,187,3,Advanced
828,187,11,Advanced
829,187,8,Advanced
830,187,13,Advanced
831,187,14,Intermediate
832,187,1,Advanced
833,188,13,Intermediate
834,188,7,Intermediate
835,188,2,Intermediate
836,188,6,Beginner
837,188,14,Intermediate
838,188,8,Advanced
839,189,8,Intermediate
840,189,4,Intermediate
841,189,14,Intermediate
842,189,15,Intermediate
843,190,2,Intermediate
844,190,1,Advanced
845,190,15,Intermediate
846,190,12,Intermediate
847,190,14,Beginner
848,191,1,Advanced
849,191,10,Beginner
850,191,2,Beginner
851,191,4,Advanced
852,192,7,Intermediate
853,192,5,Advanced
854,192,11,Intermediate
855,192,2,Intermediate
856,192,9,Intermediate
857,193,1,Beginner
858,193,12,Advanced
859,193,15,Beginner
860,194,4,Beginner
861,194,8,Advanced
862,194,1,Advanced
863,194,5,Beginner
864,194,3,Beginner
865,194,2,Beginner
866,195,13,Intermediate
867,195,15,Advanced
868,195,14,Advanced
869,195,8,Beginner
870,196,15,Beginner
871,196,3,Intermediate
872,196,12,Intermediate
873,196,1,Beginner
874,196,11,Beginner
875,196,8,Advanced
876,197,12,Intermediate
877,197,5,Beginner
878,197,1,Beginner
879,197,2,Beginner
880,197,9,Beginner
881,197,6,Beginner
882,198,10,Intermediate
883,198,8,Intermediate
884,198,13,Advanced
885,199,9,Intermediate
886,199,7,Beginner
887,199,6,Intermediate
888,200,8,Advanced
889,200,4,Beginner
890,200,12,Intermediate
891,200,6,Advanced
892,200,3,Beginner
893,200,9,Advanced
